DRUG_ID,COSMIC_ID,FOLD_RANGE_x,MAX_CONC_x,fd_num_0_x,fd_num_1_x,fd_num_2_x,fd_num_3_x,fd_num_4_x,fd_num_5_x,fd_num_6_x,fd_num_7_x,norm_cells_0_x,norm_cells_1_x,norm_cells_2_x,norm_cells_3_x,norm_cells_4_x,norm_cells_5_x,norm_cells_6_x,norm_cells_7_x,param_1_x,param_2_x,param_3_x,param_4_x,DILUTION_FACTOR_y,MAX_CONC_y,fd_num_0_y,fd_num_1_y,fd_num_2_y,fd_num_3_y,fd_num_4_y,fd_num_5_y,fd_num_6_y,fd_num_7_y,fd_num_8,fd_num_9,norm_cells_0_y,norm_cells_1_y,norm_cells_2_y,norm_cells_3_y,norm_cells_4_y,norm_cells_5_y,norm_cells_6_y,norm_cells_7_y,norm_cells_8,norm_cells_9,param_1_y,param_2_y,param_3_y,param_4_y
1061,1240146,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,0.914709442,1,0.989123537,1,1,0.946211908,1.002071266,4.162001266,-88.49327925,0.745993356,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.960352425,1,1,0.981214115,0.993995456,1,1,1,0.824660291,1.025928867,0.471603063,-123.5425993,-1.127586947
1061,753592,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.978143616,1,0.921983392,1,1,1,0.988349708,-0.037629672,12.82220654,-103.9276551,0.984068112,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.984047186,0.961830122,1,1,0.991652625,0.904384509,0.852931447,0.655872147,1.173370936,0.707804792,-8.691905924,-0.41899737
1061,724866,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,0.964773659,0.923971682,1,1,1,0.948970464,0.170110685,36.96944333,-183.6763209,0.972952624,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.926003072,0.900674281,1,0.929386368,0.744529824,1,1,0.882096772,1,-0.023174552,0.040437999,-115.5010732,0.931410023
1061,1298347,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.921809643,0.969553908,0.959965102,0.988631638,0.940887372,1,0.921809643,1.017502632,2.033716978,-87.996542,0.476982354,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,0.960183463,1,1,1,1,0.991589912,0.349260505,124.4125278,-242.0845226,0.991962224
1061,687798,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,1,1,1,-6.016824637,14220.97171,-3.685221787,1
1061,908475,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,0.999454214,0.898778841,1,1,1,0.429264709,39.517428,-195.2518697,0.974694714,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.953506537,1,1,0.940487366,1,1,1,0.893154131,1.023434348,0.806115116,-115.407325,-0.252295891
1061,908463,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.898120674,0.913746693,0.929798877,0.956931328,1,1,1,-0.027909674,-0.768682712,-113.8569507,0.956942525,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.86373874,1,1,1,1,1,1,1,-0.370321146,-0.003088086,0.035897383,-0.048727799
1061,687807,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,0.771377264,1,1,0.843097615,1,0.469645199,12.96922115,-277.9264963,0.922894979
1061,924244,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,0.969339628,0.952371177,1,1,1,1,0.162263042,76.63891281,-277.3332035,0.986951798,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,1,1,1,1,-6.016824637,14220.97171,-3.685221787,1
1061,724873,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.971938808,0.948047425,0.920153297,1,1,1,0.983905347,-0.043367772,-6.247627352,-88.29785639,0.974863545,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,1,1,0.953416848,1,0.995385215,1,0.570153212,78.12813416,-335.6011332,0.987200513
1061,1240187,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.892223552,0.910951361,1,0.906293921,0.906293921,0.990618086,0.929728195,-0.024833704,-2.314539007,-115.0278246,0.93372987,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.814032653,0.872749945,0.740342139,0.935491153,0.770369874,1,1,1,-0.811541714,19.22885517,226.0224126,0.861293401
1061,722045,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,1,1,1,1,1,1,-4.342314668,4744.818841,-5.060534471,1,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,0.995931679,1,0.648067874,1,1,1,1,0.709618006,1.022152308,0.484443983,-122.0153236,-1.103774044
1061,687816,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,0.955619265,1,0.962326289,0.952248195,1,0.821373435,1.025454171,0.638600108,-102.9763484,-0.58446872,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.60802197,0.80113288,1,0.558712159,1,0.303752964,1,0.860924671,0.841096387,-0.029111034,-18.48991298,-107.6050098,0.774848978
1061,687821,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.916731846,1,0.938965333,0.941197985,0.785586828,0.798912967,0.790028874,0.572212192,5.799968171,-162.2872548,0.791509549,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,0.971843378,1,0.905791713,1,1,1,0.956498193,1,0.923178031,1.022977774,1.1957373,-104.9130214,0.145266544
1061,1240190,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,0.987026348,0.962905303,1,1,0.936387292,0.750685523,0.803746776,0.711126692,4.699906542,-145.3130164,0.777216136,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,0.826939227,0.880425769,1,0.964668874,0.88057477,0.830362358,0.747218744,0.768135484,4.191956156,-13.74947816,0.71490609
1061,905967,1000,5,0,0.142857143,0.285714286,0.428571429,0.571428571,0.714285714,0.857142857,1,1,1,0.966031308,1,1,0.998069812,1,0.877932407,1.028135088,0.739214012,-94.54482463,-0.357916411,2,5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,1,1,0.95660859,1,1,1,0.935562786,0.821914554,0.881705482,5.791677948,-153.2664087,0.82191454
